Accesion,Length,Hit_identity,Hit_score,E-value,Definition,EC number
WP_225029737,962,738,1559.66,0,formate dehydrogenase subunit alpha [Xinfangfangia sp. Clo-40],1.17.1.9
WP_106752373,959,742,1559.66,0,formate dehydrogenase subunit alpha [Pannonibacter carbonis],1.17.1.9
WP_078572391,964,744,1559.27,0,formate dehydrogenase subunit alpha [Thioclava sp. F36-7] >gb|OOY07186.1| formate dehydrogenase subunit alpha [Thioclava sp. F36-7],1.17.1.9
MBF9024415,965,748,1559.27,0,formate dehydrogenase subunit alpha [Rhodobacterales bacterium HKCCD6035],1.17.1.9
WP_190294134,956,742,1559.27,0,formate dehydrogenase subunit alpha [Roseibium aggregatum] >gb|MBD1549443.1| formate dehydrogenase subunit alpha [Roseibium aggregatum],1.17.1.9
WP_011338701,960,754,1559.27,0,formate dehydrogenase subunit alpha [Cereibacter sphaeroides] >gb|ABA80264.1| formate dehydrogenase alpha subunit [Cereibacter sphaeroides 2.4.1] >gb|ANS35220.1| formate dehydrogenase [Cereibacter sphaeroides] >gb|ATN64273.1| formate dehydrogenase [Cereibacter sphaeroides] >gb|AXC62455.1| formate dehydrogenase subunit alpha [Cereibacter sphaeroides 2.4.1] >gb|MVX46621.1| formate dehydrogenase subunit alpha [Cereibacter sphaeroides],1.17.1.9
MBF9020189,965,748,1559.27,0,formate dehydrogenase subunit alpha [Rhodobacterales bacterium HKCCA1058],1.17.1.9
WP_088720606,964,744,1559.27,0,formate dehydrogenase subunit alpha [Thioclava sp. F1Mire-8] >gb|OWY00045.1| formate dehydrogenase subunit alpha [Thioclava sp. F1Mire-8],1.17.1.9
MBA85956,958,736,1559.27,0,formate dehydrogenase subunit alpha [Rhodobacteraceae bacterium],1.17.1.9
WP_093452461,965,742,1559.27,0,formate dehydrogenase subunit alpha [Pseudooceanicola nitratireducens] >emb|SEJ48929.1| formate dehydrogenase major subunit [Pseudooceanicola nitratireducens] >emb|SFC55728.1| formate dehydrogenase alpha subunit [Pseudooceanicola nitratireducens],1.17.1.9
WP_160974098,965,735,1558.89,0,formate dehydrogenase subunit alpha [Thalassobius mangrovi] >gb|MYM56245.1| formate dehydrogenase subunit alpha [Thalassobius mangrovi],1.17.1.9
WP_110796452,960,738,1558.89,0,formate dehydrogenase subunit alpha [Litorivita pollutaquae] >gb|PYC47262.1| formate dehydrogenase subunit alpha [Litorivita pollutaquae],1.17.1.9
WP_002721451,960,753,1558.89,0,formate dehydrogenase subunit alpha [Cereibacter sphaeroides] >gb|EGJ22582.1| formate dehydrogenase, alpha subunit [Cereibacter sphaeroides WS8N],1.17.1.9
WP_189633466,958,736,1558.89,0,formate dehydrogenase subunit alpha [Gemmobacter lanyuensis] >dbj|GGW29388.1| formate dehydrogenase subunit alpha [Gemmobacter lanyuensis],1.17.1.9
MCA3449982,959,742,1558.5,0,formate dehydrogenase subunit alpha [Rhodobacter sp.],1.17.1.9
WP_037270942,964,739,1558.5,0,formate dehydrogenase subunit alpha [Roseovarius mucosus] >gb|KGM88810.1| formate dehydrogenase alpha subunit [Roseovarius mucosus DSM 17069],1.17.1.9
WP_112329084,960,753,1558.5,0,formate dehydrogenase subunit alpha [Cereibacter johrii] >gb|RAZ86029.1| formate dehydrogenase subunit alpha [Cereibacter johrii],1.17.1.9
WP_107671496,962,737,1558.5,0,formate dehydrogenase subunit alpha [Fuscovulum blasticum] >gb|PTE16331.1| formate dehydrogenase subunit alpha [Fuscovulum blasticum DSM 2131],1.17.1.9
MCA3488800,959,742,1558.5,0,formate dehydrogenase subunit alpha [Rhodobacter sp.] >gb|MCA3495083.1| formate dehydrogenase subunit alpha [Rhodobacter sp.] >gb|MCA3501605.1| formate dehydrogenase subunit alpha [Rhodobacter sp.] >gb|MCA3502225.1| formate dehydrogenase subunit alpha [Rhodobacter sp.] >gb|MCA3517057.1| formate dehydrogenase subunit alpha [Rhodobacter sp.],1.17.1.9
WP_089256815,960,752,1558.12,0,formate dehydrogenase subunit alpha [Cereibacter sphaeroides] >emb|SNS63281.1| formate dehydrogenase alpha subunit [[Luteovulum] sphaeroides subsp. megalophilum],1.17.1.9
WP_188476028,974,761,1558.12,0,formate dehydrogenase subunit alpha [Pseudooceanicola flagellatus] >dbj|GGE19014.1| formate dehydrogenase subunit alpha [Pseudooceanicola flagellatus],1.17.1.9
MBF9022565,965,747,1558.12,0,formate dehydrogenase subunit alpha [Rhodobacterales bacterium FZCC0069],1.17.1.9
WP_161707961,959,745,1558.12,0,formate dehydrogenase subunit alpha [Pannonibacter sp. XCT-53] >gb|NBN77517.1| formate dehydrogenase subunit alpha [Microvirga tunisiensis],1.17.1.9
WP_088725962,964,744,1557.73,0,formate dehydrogenase subunit alpha [Thioclava sp. JM3] >gb|OWY13396.1| formate dehydrogenase subunit alpha [Thioclava sp. JM3],1.17.1.9
WP_028092203,964,745,1557.73,0,formate dehydrogenase subunit alpha [Pseudodonghicola xiamenensis] >dbj|GHG80959.1| formate dehydrogenase subunit alpha [Pseudodonghicola xiamenensis],1.17.1.9
MCA3511792,959,743,1557.73,0,formate dehydrogenase subunit alpha [Rhodobacter sp.] >gb|MCA3520616.1| formate dehydrogenase subunit alpha [Rhodobacter sp.] >gb|MCA3524149.1| formate dehydrogenase subunit alpha [Rhodobacter sp.] >gb|MCA3526188.1| formate dehydrogenase subunit alpha [Rhodobacter sp.] >gb|MCA3530291.1| formate dehydrogenase subunit alpha [Rhodobacter sp.],1.17.1.9
WP_067336168,956,743,1557.35,0,formate dehydrogenase subunit alpha [Stappia indica],1.17.1.9
WP_218464505,976,742,1557.35,0,formate dehydrogenase subunit alpha [Maritimibacter sp. DP1N21-5] >gb|MBV7410471.1| formate dehydrogenase subunit alpha [Maritimibacter sp. DP1N21-5],1.17.1.9
WP_160382760,973,747,1556.96,0,formate dehydrogenase subunit alpha [Pseudooceanicola pacificus] >gb|MWB78544.1| formate dehydrogenase subunit alpha [Pseudooceanicola pacificus],1.17.1.9
MAW87323,956,741,1556.96,0,formate dehydrogenase subunit alpha [Phyllobacteriaceae bacterium] >gb|MBA91735.1| formate dehydrogenase subunit alpha [Phyllobacteriaceae bacterium],1.17.1.9
WP_088728139,964,744,1556.96,0,formate dehydrogenase subunit alpha [Thioclava sp. IC9] >gb|OWX99009.1| formate dehydrogenase subunit alpha [Thioclava sp. IC9],1.17.1.9
WP_101327409,960,751,1556.96,0,formate dehydrogenase subunit alpha [Cereibacter sphaeroides],1.17.1.9
MCC0026154,956,744,1556.96,0,formate dehydrogenase subunit alpha [Brucellaceae bacterium],1.17.1.9
MCA3506483,959,741,1556.96,0,formate dehydrogenase subunit alpha [Rhodobacter sp.],1.17.1.9
WP_119000163,960,751,1556.96,0,formate dehydrogenase subunit alpha [Cereibacter sphaeroides] >gb|RHZ94917.1| formate dehydrogenase subunit alpha [Cereibacter sphaeroides],1.17.1.9
WP_119134780,959,736,1556.96,0,formate dehydrogenase subunit alpha [Gemmobacter lutimaris] >gb|RID91718.1| formate dehydrogenase subunit alpha [Gemmobacter lutimaris],1.17.1.9
MBV0914006,965,742,1556.58,0,formate dehydrogenase subunit alpha [Rhodobacteraceae bacterium ASV31],1.17.1.9
WP_206563522,972,733,1556.58,0,formate dehydrogenase subunit alpha [Ponticoccus gilvus] >gb|MBN7784167.1| formate dehydrogenase subunit alpha [Ponticoccus gilvus],1.17.1.9
MCA3440145,959,742,1556.58,0,formate dehydrogenase subunit alpha [Rhodobacter sp.],1.17.1.9
KPP85333,968,745,1556.19,0,formate dehydrogenase, alpha subunit [Rhodobacteraceae bacterium HLUCCO07],1.17.1.9
WP_107814840,974,744,1556.19,0,formate dehydrogenase subunit alpha [Celeribacter persicus] >gb|PTQ75845.1| formate dehydrogenase alpha subunit [Celeribacter persicus],1.17.1.9
MBF9053418,965,746,1555.81,0,formate dehydrogenase subunit alpha [Rhodobacterales bacterium LSUCC1028],1.17.1.9
WP_054303846,959,735,1555.42,0,MULTISPECIES: formate dehydrogenase subunit alpha [Gemmobacter] >dbj|GHC25744.1| formate dehydrogenase subunit alpha [Gemmobacter nanjingensis],1.17.1.9
MBF9038783,965,743,1555.42,0,formate dehydrogenase subunit alpha [Rhodobacterales bacterium LSUCC0374],1.17.1.9
WP_215503764,960,733,1555.42,0,formate dehydrogenase subunit alpha [Gemmobacter sp. con4] >gb|MBT9244721.1| formate dehydrogenase subunit alpha [Gemmobacter sp. con4] >gb|QWK91573.1| formate dehydrogenase subunit alpha [Gemmobacter sp. con5],1.17.1.9
WP_188525992,958,742,1555.42,0,formate dehydrogenase subunit alpha [Maritimibacter lacisalsi] >dbj|GGD23217.1| formate dehydrogenase subunit alpha [Maritimibacter lacisalsi],1.17.1.9
WP_108130459,959,735,1555.42,0,formate dehydrogenase subunit alpha [Gemmobacter caeni] >gb|PTX45774.1| formate dehydrogenase alpha subunit [Gemmobacter caeni] >gb|TWI94079.1| formate dehydrogenase alpha subunit [Gemmobacter caeni],1.17.1.9
WP_136791950,959,744,1555.04,0,formate dehydrogenase subunit alpha [Cereibacter changlensis] >gb|TKA97219.1| formate dehydrogenase subunit alpha [Cereibacter changlensis],1.17.1.9
WP_015921442,960,751,1555.04,0,formate dehydrogenase subunit alpha [Cereibacter sphaeroides] >gb|ACM02336.1| Formate dehydrogenase, alpha subunit [Cereibacter sphaeroides KD131],1.17.1.9
WP_150446340,971,743,1554.65,0,formate dehydrogenase subunit alpha [Histidinibacterium sp. 176SS1-4] >gb|KAA9006088.1| formate dehydrogenase subunit alpha [Histidinibacterium sp. 176SS1-4],1.17.1.9
WP_119003977,960,750,1554.65,0,formate dehydrogenase subunit alpha [Cereibacter sphaeroides] >gb|RHZ98440.1| formate dehydrogenase subunit alpha [Cereibacter sphaeroides],1.17.1.9
WP_009563129,960,752,1554.65,0,formate dehydrogenase subunit alpha [Rhodobacter sp. AKP1] >gb|EKX58150.1| NAD-dependent formate dehydrogenase alpha subunit [Rhodobacter sp. AKP1],1.17.1.9
WP_183970353,964,744,1554.65,0,formate dehydrogenase subunit alpha [Sagittula marina] >gb|MBB3988482.1| formate dehydrogenase major subunit [Sagittula marina],1.17.1.9
WP_193083244,957,740,1554.27,0,formate dehydrogenase subunit alpha [Pseudopuniceibacterium antarcticum] >gb|QOL80928.1| formate dehydrogenase subunit alpha [Pseudopuniceibacterium antarcticum],1.17.1.9
NBR34257,959,737,1554.27,0,formate dehydrogenase subunit alpha [Rhodobacteraceae bacterium],1.17.1.9
OYU38377,958,726,1554.27,0,formate dehydrogenase subunit alpha [Pseudorhodobacter sp. PARRP1],1.17.1.9
OJY36318,959,734,1554.27,0,formate dehydrogenase subunit alpha [Rhodobacterales bacterium 65-51],1.17.1.9
MAC82158,976,734,1553.88,0,formate dehydrogenase subunit alpha [Rhodobacteraceae bacterium] >gb|QEW23286.1| Putative formate dehydrogenase [Rhodobacteraceae bacterium],1.17.1.9
WP_224503161,974,740,1553.88,0,formate dehydrogenase subunit alpha [Celeribacter sp. ASW11-22] >gb|MCA0043973.1| formate dehydrogenase subunit alpha [Celeribacter sp. ASW11-22],1.17.1.9
WP_160475670,960,751,1553.88,0,formate dehydrogenase subunit alpha [Cereibacter sphaeroides] >gb|MWP36489.1| formate dehydrogenase subunit alpha [Cereibacter sphaeroides],1.17.1.9
HEL41807,958,752,1553.88,0,formate dehydrogenase subunit alpha [Rhodobacteraceae bacterium],1.17.1.9
WP_107662165,959,742,1553.5,0,formate dehydrogenase subunit alpha [Cereibacter changlensis] >gb|PTE23573.1| formate dehydrogenase subunit alpha [Cereibacter changlensis JA139] >gb|PZX58508.1| formate dehydrogenase alpha subunit [Cereibacter changlensis],1.17.1.9
MBF9040276,965,743,1553.5,0,formate dehydrogenase subunit alpha [Rhodobacterales bacterium LSUCC0387],1.17.1.9
WP_078573261,964,744,1553.11,0,formate dehydrogenase subunit alpha [Thioclava marina] >gb|OOY12683.1| formate dehydrogenase subunit alpha [Thioclava marina] >gb|TNF10982.1| formate dehydrogenase subunit alpha [Rhodobacteraceae bacterium],1.17.1.9
NCO87218,961,739,1552.73,0,formate dehydrogenase subunit alpha [Rhodobacterales bacterium],1.17.1.9
PWR01794,964,738,1552.73,0,formate dehydrogenase subunit alpha [Rhodobacteraceae bacterium TG-679],1.17.1.9
MBZ4690059,959,743,1552.34,0,formate dehydrogenase, alpha subunit [Cereibacter sp.],1.17.1.9
EKD60658,958,729,1551.95,0,hypothetical protein ACD_54C00629G0002 [uncultured bacterium] >gb|KAF0175544.1| formate dehydrogenase alpha subunit [Rhodobacteraceae bacterium],1.17.1.9
WP_091303072,958,730,1551.95,0,formate dehydrogenase subunit alpha [Gemmobacter aquatilis] >emb|SEN99856.1| formate dehydrogenase alpha subunit [Gemmobacter aquatilis],1.17.1.9
OHC48059,958,735,1551.95,0,formate dehydrogenase subunit alpha [Rhodobacteraceae bacterium GWF1_65_7],1.17.1.9
WP_133361914,966,737,1551.95,0,formate dehydrogenase subunit alpha [Antarcticimicrobium luteum] >gb|TDK41346.1| formate dehydrogenase subunit alpha [Antarcticimicrobium luteum],1.17.1.9
MBC7144957,964,743,1551.57,0,formate dehydrogenase subunit alpha [Thioclava marina],1.17.1.9
WP_108433980,958,728,1551.57,0,formate dehydrogenase subunit alpha [Gemmobacter sp. HYN0069] >gb|AWB47151.1| formate dehydrogenase subunit alpha [Gemmobacter sp. HYN0069],1.17.1.9
KPP91447,964,740,1551.57,0,NAD-dependent formate dehydrogenase alpha subunit FdhF [Rhodobacteraceae bacterium HLUCCA08],1.17.1.9
WP_058264109,960,736,1551.57,0,formate dehydrogenase subunit alpha [Thalassobius gelatinovorus] >gb|QIZ81671.1| formate dehydrogenase subunit alpha [Thalassobius gelatinovorus] >emb|CUH68187.1| Putative formate dehydrogenase [Thalassobius gelatinovorus] >emb|SEQ30819.1| formate dehydrogenase alpha subunit [Thalassobius gelatinovorus],1.17.1.9
ESW61511,958,733,1551.18,0,formate dehydrogenase subunit alpha [Rhodobacter sp. CACIA14H1],1.17.1.9
WP_208998807,953,732,1551.18,0,formate dehydrogenase subunit alpha [Roseibium aestuarii],1.17.1.9
WP_136644799,958,730,1551.18,0,formate dehydrogenase subunit alpha [Tabrizicola sp. YIM 78059],1.17.1.9
MBL9073669,958,730,1550.8,0,formate dehydrogenase subunit alpha [Tabrizicola sp.],1.17.1.9
MCA3452907,959,740,1550.8,0,formate dehydrogenase subunit alpha [Rhodobacter sp.] >gb|MCA3456167.1| formate dehydrogenase subunit alpha [Rhodobacter sp.] >gb|MCA3462141.1| formate dehydrogenase subunit alpha [Rhodobacter sp.] >gb|MCA3465795.1| formate dehydrogenase subunit alpha [Rhodobacter sp.] >gb|MCA3468030.1| formate dehydrogenase subunit alpha [Rhodobacter sp.],1.17.1.9
WP_119399033,957,739,1550.8,0,formate dehydrogenase subunit alpha [Pseudopuniceibacterium sediminis] >gb|KAA2313870.1| formate dehydrogenase subunit alpha [Puniceibacterium sp. HSS470] >gb|RII38688.1| formate dehydrogenase subunit alpha [Pseudopuniceibacterium sediminis],1.17.1.9
WP_078530675,964,742,1550.41,0,formate dehydrogenase subunit alpha [Thioclava sp. L04-15] >gb|OOY26551.1| formate dehydrogenase subunit alpha [Thioclava sp. L04-15] >gb|TNE92186.1| formate dehydrogenase subunit alpha [Rhodobacteraceae bacterium],1.17.1.9
WP_226562427,973,743,1550.41,0,formate dehydrogenase subunit alpha [Salipiger thiooxidans],1.17.1.9
MCA3438551,959,738,1550.03,0,formate dehydrogenase subunit alpha [Rhodobacter sp.],1.17.1.9
HBD89771,958,734,1549.64,0,formate dehydrogenase subunit alpha [Gemmobacter sp.],1.17.1.9
WP_125325242,958,727,1549.64,0,formate dehydrogenase subunit alpha [Tabrizicola piscis] >gb|AZL59045.1| formate dehydrogenase subunit alpha [Tabrizicola piscis],1.17.1.9
RFU11502,966,730,1549.64,0,formate dehydrogenase subunit alpha [Rhodobacteraceae bacterium W635],1.17.1.9
WP_038143656,969,742,1549.26,0,formate dehydrogenase subunit alpha [Thioclava atlantica] >gb|KFE36232.1| formate dehydrogenase subunit alpha [Thioclava atlantica],1.17.1.9
MBR9762711,965,729,1549.26,0,formate dehydrogenase subunit alpha [Rhodobacteraceae bacterium] >gb|MBR9819577.1| formate dehydrogenase subunit alpha [Rhodobacteraceae bacterium],1.17.1.9
WP_073035893,964,736,1549.26,0,formate dehydrogenase subunit alpha [Roseovarius pacificus] >dbj|GGO60336.1| formate dehydrogenase subunit alpha [Roseovarius pacificus] >emb|SHM18419.1| formate dehydrogenase alpha subunit [Roseovarius pacificus],1.17.1.9
WP_163850729,971,741,1549.26,0,formate dehydrogenase subunit alpha [Pseudooceanicola sp. E2-1],1.17.1.9
WP_135447921,958,729,1549.26,0,formate dehydrogenase subunit alpha [Rhodobacter sp. YIM 73028],1.17.1.9
WP_185797592,958,729,1549.26,0,formate dehydrogenase subunit alpha [Gemmobacter straminiformis] >gb|MBC2835962.1| formate dehydrogenase subunit alpha [Gemmobacter straminiformis],1.17.1.9
WP_161762382,958,730,1549.26,0,formate dehydrogenase subunit alpha [Rhodobacter sp. HSP-20] >gb|MBU9698272.1| formate dehydrogenase subunit alpha [Rhodobacteraceae bacterium HSP-20] >gb|MBV4389499.1| formate dehydrogenase subunit alpha [Rhodobacter sp. HSP-20],1.17.1.9
WP_018301486,959,740,1548.87,0,formate dehydrogenase subunit alpha [Wenxinia marina] >gb|KIQ68854.1| formate dehydrogenase alpha subunit [Wenxinia marina DSM 24838] >dbj|GGL64712.1| formate dehydrogenase subunit alpha [Wenxinia marina],1.17.1.9
KJS41031,964,729,1548.87,0,formate dehydrogenase [Roseovarius sp. BRH_c41] >gb|KJS44405.1| formate dehydrogenase [Roseovarius sp. BRH_c41],1.17.1.9
WP_027241900,964,739,1548.87,0,formate dehydrogenase subunit alpha [Pseudophaeobacter arcticus],1.17.1.9
NVK45586,974,733,1548.87,0,formate dehydrogenase subunit alpha [Rhodobacteraceae bacterium],1.17.1.9
MBR9841098,973,742,1548.87,0,formate dehydrogenase subunit alpha [Rhodobacteraceae bacterium],1.17.1.9
WP_224954627,973,742,1548.49,0,formate dehydrogenase subunit alpha [Salipiger thiooxidans] >gb|MCA0851018.1| formate dehydrogenase subunit alpha [Salipiger thiooxidans],1.17.1.9
WP_093990805,961,728,1548.49,0,formate dehydrogenase subunit alpha [Flavimaricola marinus] >emb|SMY06653.1| Putative formate dehydrogenase [Flavimaricola marinus],1.17.1.9
WP_145106505,960,748,1548.1,0,formate dehydrogenase subunit alpha [Rhodobacter sediminicola],1.17.1.9
WP_207014251,960,731,1548.1,0,formate dehydrogenase subunit alpha [Rhodobacter sp. NTK016B] >gb|MBN8292953.1| formate dehydrogenase subunit alpha [Rhodobacter sp. NTK016B],1.17.1.9
MBD3802531,964,742,1548.1,0,formate dehydrogenase subunit alpha [Thioclava sp.],1.17.1.9
WP_107718616,977,750,1548.1,0,formate dehydrogenase subunit alpha [Celeribacter baekdonensis] >gb|AVW90509.1| formate dehydrogenase subunit alpha [Celeribacter baekdonensis],1.17.1.9
OHC57692,959,727,1547.72,0,formate dehydrogenase subunit alpha [Rhodobacterales bacterium RIFCSPHIGHO2_12_FULL_62_75] >gb|OHC59694.1| formate dehydrogenase subunit alpha [Rhodobacterales bacterium RIFCSPHIGHO2_02_FULL_62_130],1.17.1.9
WP_161347663,964,740,1547.72,0,formate dehydrogenase subunit alpha [Frigidibacter albus] >gb|MZQ90270.1| formate dehydrogenase subunit alpha [Frigidibacter albus] >gb|NBE32232.1| formate dehydrogenase subunit alpha [Frigidibacter albus] >dbj|GGH58471.1| formate dehydrogenase subunit alpha [Frigidibacter albus],1.17.1.9
WP_126976789,965,737,1547.72,0,formate dehydrogenase subunit alpha [Defluviimonas sp. XJ4],1.17.1.9
WP_215942641,968,731,1547.33,0,formate dehydrogenase subunit alpha [Pacificibacter marinus] >gb|MBU2866103.1| formate dehydrogenase subunit alpha [Pacificibacter marinus],1.17.1.9
WP_107974526,973,741,1547.33,0,formate dehydrogenase subunit alpha [Allosediminivita pacifica] >gb|PTX52054.1| formate dehydrogenase alpha subunit [Allosediminivita pacifica] >dbj|GGA97565.1| formate dehydrogenase subunit alpha [Allosediminivita pacifica],1.17.1.9
WP_066706074,974,732,1546.95,0,formate dehydrogenase subunit alpha [Celeribacter ethanolicus],1.17.1.9
WP_080455776,964,730,1546.95,0,formate dehydrogenase subunit alpha [Roseovarius sp. A-2] >dbj|GAW33843.1| putative formate dehydrogenase [Roseovarius sp. A-2],1.17.1.9
WP_151979194,964,737,1546.56,0,MULTISPECIES: formate dehydrogenase subunit alpha [unclassified Roseovarius] >emb|VVT27985.1| NAD-dependent formate dehydrogenase, alpha subunit [Roseovarius sp. EC-SD190] >emb|VVT28525.1| NAD-dependent formate dehydrogenase, alpha subunit [Roseovarius sp. EC-HK134],1.17.1.9
WP_100197337,959,739,1546.56,0,formate dehydrogenase subunit alpha [Pseudorhodobacter sp. MZDSW-24AT] >gb|PJF09245.1| formate dehydrogenase subunit alpha [Pseudorhodobacter sp. MZDSW-24AT],1.17.1.9
